frame_id,num_total_objects,avg_confidence,min_confidence,scene_diversity_score,total_object_area_ratio,max_box_area,num_large_objects,num_vehicles,num_vrus,log_vehicle_to_vru_ratio,is_vru_present,num_anomalous_static,is_anomalous_static_object_present,num_objects_in_center_lane,avg_y_center_of_vehicles
frame_01020,12.0,0.7089125066995621,0.430325984954834,1.0,0.2772275156137114,0.17227836176659395,1.0,12.0,0.0,16.300417291085605,0.0,0.0,0.0,4.0,0.5768438229958216
frame_01021,14.0,0.6463946061474937,0.3153549134731293,2.0,0.3094151287050999,0.11862755981948148,0.0,14.0,0.0,16.454567959008102,0.0,0.0,0.0,4.0,0.5870637255055564
frame_01022,8.0,0.6993666552007198,0.38095593452453613,3.0,0.35130781046217163,0.0777463148613915,0.0,8.0,0.0,15.894952224644102,0.0,0.0,0.0,2.0,0.5851395651698112
frame_01023,11.0,0.6092994700778614,0.34678709506988525,3.0,0.3089194116962287,0.13923686186438022,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,1.0,0.5906092632900585
frame_01024,10.0,0.639545688033104,0.28717711567878723,2.0,0.3562026186459245,0.12730388547614346,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,4.0,0.5824610769748688
frame_01025,11.0,0.6726565659046173,0.25525373220443726,2.0,0.29787816904054343,0.09941602139224415,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,5.0,0.5774746374650435
frame_01026,8.0,0.7570860832929611,0.5430533289909363,2.0,0.27743192821033424,0.08956190620588078,0.0,8.0,0.0,15.894952224644102,0.0,0.0,0.0,2.0,0.6047113537788391
frame_01027,10.0,0.6561722129583358,0.2602388858795166,2.0,0.27489943367580844,0.0765191407795669,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,4.0,0.5880215495824814
frame_01028,11.0,0.6339804367585615,0.27993303537368774,2.0,0.27100974093824837,0.06732194626123,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,2.0,0.5913838256489147
frame_01029,11.0,0.6722699241204695,0.30294138193130493,2.0,0.28813496775582587,0.072744540843388,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,1.0,0.626083796674555
frame_01030,10.0,0.6588955074548721,0.26763877272605896,2.0,0.3067725437614023,0.07405156290117176,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,2.0,0.6012539237737655
frame_01031,7.0,0.8129205363137382,0.537792444229126,2.0,0.2641174211395021,0.07339979679628073,0.0,7.0,0.0,15.76142084987672,0.0,0.0,0.0,1.0,0.6314651710646493
frame_01032,8.0,0.8008872121572495,0.5514574646949768,2.0,0.2624689102269569,0.07331857413679366,0.0,8.0,0.0,15.894952224644102,0.0,0.0,0.0,1.0,0.6208494603633881
frame_01033,11.0,0.6307702172886241,0.2844226360321045,2.0,0.2672979238298797,0.07346475127235585,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,2.0,0.6024851582267068
frame_01034,12.0,0.6273362586895624,0.28205016255378723,2.0,0.28679420940852646,0.07342943445519268,0.0,12.0,0.0,16.300417291085605,0.0,0.0,0.0,2.0,0.6193567315737406
frame_01035,9.0,0.5923343598842621,0.35020628571510315,2.0,0.44879817602717254,0.12153895614463384,0.0,9.0,0.0,16.012735246411598,0.0,0.0,0.0,1.0,0.6220594644546509
frame_01036,7.0,0.8028836165155683,0.5747491121292114,2.0,0.2772495658385279,0.07344041399629564,0.0,7.0,0.0,15.76142084987672,0.0,0.0,0.0,1.0,0.6329758763313293
frame_01037,8.0,0.7873087674379349,0.6018184423446655,2.0,0.26291355401802763,0.07326972862394143,0.0,8.0,0.0,15.894952224644102,0.0,0.0,0.0,1.0,0.62274619191885
frame_01038,10.0,0.6792212516069412,0.2511955499649048,2.0,0.36473441981566135,0.14178294241880174,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,3.0,0.609711080789566
frame_01039,9.0,0.7125251061386533,0.3684917986392975,2.0,0.2903315068317573,0.07356591819023617,0.0,9.0,0.0,16.012735246411598,0.0,0.0,0.0,2.0,0.6175585720274184
frame_01040,10.0,0.7067327082157135,0.2570790648460388,3.0,0.3325435421808645,0.07301011317574968,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,2.0,0.6207094550132751
frame_01041,10.0,0.5992640316486358,0.25149956345558167,2.0,0.374815839377769,0.1269994420914493,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,4.0,0.5908843398094177
frame_01042,10.0,0.6758628606796264,0.268779456615448,2.0,0.2811083469889774,0.06066814025795164,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,4.0,0.6047977209091187
frame_01043,7.0,0.7757315550531659,0.31108522415161133,1.0,0.2595204992728985,0.0766651853201239,0.0,7.0,0.0,15.76142084987672,0.0,0.0,0.0,2.0,0.633285654442651
frame_01044,9.0,0.631568087471856,0.2870461046695709,2.0,0.298425425893567,0.13380069757666035,0.0,9.0,0.0,16.012735246411598,0.0,0.0,0.0,3.0,0.6004106468624539
frame_01045,10.0,0.651224023103714,0.2731623649597168,2.0,0.2620310548130796,0.11064440870500647,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,3.0,0.6021934926509858
